text	label
一直都用这个牌子的，这次在京东买的和以前在店里买的不一样，用了之后明显的假货，真垃圾	0
明明标注16g内存，发现只有10g！别告诉我系统占6个g！	0
非常满意！一直用潘婷。价格实惠，物超所值，而且包装很好很漂亮。	1
别买就一地摊货	0
比朋友的ideapad S10大了一圈，不过考虑键盘比较大而且电池时间长，可以接受，不过自带的Linux实在太难用了，进bios都不方便，全部格掉重装XP费了不少功夫。	0
纯正的烟台富士苹果，苹果脆甜多汁，每个苹果都套了两个套，没有磕碰，唯一的缺点就是个不大。	1
老爸的这个开机直接蓝屏，再开机才正常，有点方。	0
店家不给力，刚买的回家开机是好的，第二天再就开不了机了！返修，居然无法修，说修的成本比买的成本还贵！太tm垃圾！直接差评！	0
酒店设施、环境很差，很不舒适，非常不满意！	0
可存三百多个单词，方便英语的口语学习！电话薄可以添加许多联系人的信息，这等于加了一些内容呀！	1
今天刚收到，嗯，质量还可以，物流的速度很快，很快，正在使用，用好了再评价，非常好！	1
老公试过了，正合适，以前根本不敢在网上买这些大件衣物，只是抱着试试的态度，没想到还不错，以后也可以放心购买啦，以后给老公买什么先考虑你们家。	1
为何越洗越痒，第一次用你们公司的，有些失望	0
苹果现在只在京东买！！确实好吃又方便！！	1
好好好 虽然618没秒到特价的 还是买了 一直想试试这个樱花的	1
买了好多回，挺好吃，脆脆的，甜甜的，信赖京东，每次当天上午下单，下午收到货，物流太赞了！	1
去年11月去北京，前门店没房间了，订了菜市口，很不错，干净，服务态度很好，有问必答，餐厅总体来说还可以，楼下的涮肉很不错。	1
不好，和图片不一样，像工作服一般，太差了。	0
外观出众，键盘在上网本里算是很贴心的很舒服的。另外，京东的送货速度真是没的说。第二天到货。很是到位啊	1
一直用清扬洗发水，可惜这次没赶上赠吹风机。	1
沙宣洗发水不错，味道好闻洗头发也顺滑好梳理。嗯！满意	1
买回来的苹果全部磕坏了， 放了一天全烂了。肯定是物流暴力引起的 到的时候箱子都烂了里面的苹果?可想而知。只有速度没有质量的京东 白搭。大家谨慎购买。	0
洗发水已收到，很好洗，已经用了很久才来评价的，只是专门用这个洗发水洗头的话，头发很干燥，洗出头来头发硬硬的，我还是拿以前洗的海飞丝轮换着洗头，那样效果好一些	1
很差，待机时间短，玩不了游戏。	0
打开包装有股清香味，吃起来很甜，确实不错！	1
续航太垃圾了，比我用了两年的iapd4差太远了。	0
用起来很不错 手感也很好	1
今天刚入手的128G的，修长的体型，挺喜欢的，使用了，不卡顿	1
服务一般，房价相对太高，房间不满意，有味还比较脏.......最要命的是服务员没有经过训练，一点没有服务意识，态度恶劣！！！！！！！！	0
设施陈旧，网络慢，水量小，还是贵宾房，普通房就不知道了。机场班车到t2不是十分钟，是二十分钟！！！！	0
做工较精细，铃声效果非常好，屏幕显示效果好，多媒体功能强大，支持MiniSD卡扩展存储，可以对通话进行录音	1
前台接待服务态度极差，非常嚣张，我说找你们经理投诉，居然那人回答，我就是经理，你投诉好了，还给我拍名字，及其嚣张（原来是经理），这也能叫五星级酒店？太太太差了，大跌眼镜，无语	0
裤子不错样子很喜欢。下次需要还会再来购买……	1
裤子很好，朋友更喜欢，料子很不错，价钱很划算，下次还会来买的，店家服务态度也特别好。	1
地理位置不错，离天宁寺很近，就是门面小车库小，停车不方便，服务不错，房间干净，游泳池适合小孩，早餐也不错，作为四星性价比还是高的	1
漂亮和稳定是这款本本的最大优点.系统很好装的，手边找个GHOST的XP盘一次性装完，官网驱动很全，全部下载后上掉，一点问题没有	1
本本外观大气时尚,性价比非常高,质量稳定,送货很快(5/2定,3号早上送到),按键也很柔和,屏幕是 三星的质量可靠  加了根2G的内存条速度很快	1
超级小苹果，只有50-70mm,描述严重不符合， 骗人！	0
房间早餐都还不错，和价格成正比。也比较安静，大概就这样吧	1
就像蒙牛一样，强壮中国人。。	1
这次在京东购物太费心了，承诺在次天到达的商品，足足延迟了四天，客服承诺补偿的京豆又没兑现，太没信用，这次对京东严重失望！	0
外观漂亮，屏幕很出众，瘦长设计可以单手持握，主打曼哈卡顿音效不出彩，喜欢听音乐对它不要有太高期望。	1
太差啦，屏幕一般般，关键是漏光，按键一点弹性都没，喇叭放大点声还破音，刚买就降价，在京东最差的一次购物	0
东西真的很不错，性价比还可以	1
酒店比较旧，卫生尚可	0
假货，假货，假货，跟我在实体店买的完全不一样，气死了	0
非常满意，服务贴心到位，还主动把携程的预定门票换成门票，我们可以不排队。房间干净整洁，还很漂亮，很赞的	1
外形简约，性能强劲，能够满足多数办公和影音娱乐需求，系统装的也很快，注意网卡的安装与其他驱动程序安装的方法稍有不同，需要注意。	1
买完就降价了，真是不厚道，还有赠品内存卡，数据线，我就一台裸机！	0
外形确实不错，功能也算齐全，流行的功能都有了，支持一下	1
8月24日入住，25日离开的。订的小套房，才210，很划算。房间很干净，很大。还有个凉台。感觉真好。下次还来。晚上外边虫子很多，害怕虫子的朋友建议就在房间里呆着吧:)	1
货真价实，物流很快，很不错的!	1
刚买完 不甜 看样子时间放了挺长	0
还可以，不错，挺好的，给孩子玩的	1
严重毡毛，不能穿。这是我买最垃圾的一次裤子	0
这就是京东物品？好无语！ 欺骗消费者吗？瞬间心情就不好了	0
买之前看销量很大，感觉没问题就下单了。结果如图：表面全发霉了，这你让我咋吃？买个东西真窝心，提醒大家，生鲜还是市场上买吧，好不好一看就知道，别像我这么懒，在京东上买生鲜！	0
居然不能下载铃声，发回来的短信全是乱码，而且我翻遍了手机说明书都没找到自编铃声在哪．....郁闷！鸡肋！０４年的日期也不对！明明是星期２却是星期１，其他还将就．	0
嗯，听说挺便宜的，呵呵，泪流过的	1
酒店位置比较隐秘，开车兜了新会一圈才找到。酒店环境非常好，房间设施也很新，大大超出预料，就是房间比较小，厕所很挤。下次去新会还会住这里。	1
蒙牛怎么可以这么做呢？？？？我呸！抵制蒙牛！	0
这个酒店我客人说还不错,我自己没住过，但他是很满意的	1
受益，受益匪浅我以买了一本，朋友看了又叫我替他也买几本送人	0
越来越支持华为了。老人用的手机好几年不出问题，路由器也换成荣耀的很好用，这个平板的性价比确实很高，做工精致，虽然是给爸爸用的，但真心支持！	1
一星是给快递的，东西还没用应该是假货，一开盖洗发水就往外冒，这是见过的最垃圾的包装，外边就这样可以想下里边的洗发水会好吗，太坑以后不敢在网上买了	0
水果确实不行，放了很久了的有几个都烂了，我实话实说！！！自己看图！！！	0
鼠标不好用，很紧，而且是金属材质； 视频时电脑喇叭音量会变小，听不清对方的说话。	0
洗完头奇痒，用水不好冲掉，买到了假货。	0
很脆很好吃，给宝宝买的，宝宝很爱吃	1
信号比较差，所以导致通话质量不高。	0
很好，送货也是很快的哦，哈哈哈！这个才收到，还没来得及使用，不过看样子还是质量好哦.相信京东！哈哈哈！	1
宝贝收到了已经是第二次买了因为真的好哦，料子还是很舒服这次送给弟弟弟弟喜欢尺码也是准的物流挺快的喜欢哦	1
不错的裤子，很漂亮，质量也不错！	1
酒店的房间很好，景色很不错。酒店的早餐不好，管理也不太专业。最主要是从酒店到外面的交通，很不方便。外面的出租车漫天要价，随便拒载。如果自己没有车，最好不要住在这里。	1
洗发水到货了，然后今天刚收到的哦好大一个套装啊，一个人的话一年应该用不完。发红包给我，可以味道挺好闻的。	1
个小皮厚，很久没有吃到这么难吃的苹果了	0
物流速度快,比超市便宜很多,	1
很不友好的住宿。	0
媳妇在南京，异地帮她订的。没想到早上买，下午就送到了，京东速度真是不错。	1
环境不错,地点也很好!下次还会入住!	1
看视频超级享受，好喜欢	1
洗得都是头皮屑，大家不要买，太差了……    我都没用了，京东也是假货多……    差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差……	0
怎么一点樱花味都没。商品倒是完整无破损。洗完了并没有觉得清爽。 感觉是假的。都不香的.....很失望	0
之前忘记评论了，沙宣用好几次了，这次套装很划算呦，京东送货超级棒！	1
一直用清扬，一直在京东上买，方便，速度快	1
made in japan 做工还是不错的，我原来的S6130是马来西亚制造的，使用了几天系统稳定性不错，屏幕显示效果出色，电池时间也还行，3个小时这样吧	1
头一次在京东上买水果，这还是我头一次见到青皮的红心火龙果，真是开眼，长见识！*。实在太亏了！！！	0
宝宝收到了，超值，好多东东，，，京东快递就是快呀?	1
速度很快的！刚好到家刚好到货，心情不错！物品包装严密，防震效果很好，没有漏跑液。瓶子完整，赠品齐全，很赞！	1
这次买的一点都不面，又脆又硬，差评	0
裤子质量很好，给男朋友买的，看起来很好看，男朋友说很舒服，下次还回来的?给个大大的好评	1
闹中取静，交通方便，价格实惠，服务基本到位，房间设施虽稍显简陋，但值得推荐。	1
拍的时候没仔细看 原以为一瓶护发素一瓶洗发水 结果两瓶洗发水 另外还有两小瓶赠品及迷你吹风机……	1
还行，穿了有一个月左右，不错，还很便宜	1
不好，很稀，洗完头发发痒很多头屑，不像真的。	0
房间没什么特色 位置也一般 建议价钱可以下调啦	0
裤子都快裂开了，缝的线也都要烂了，布质量感觉也是不怎样，这到底在仓库积压了多久了，别欺负我什么都不懂	0
比较新的四星酒店，各方面都还不错，应该算是很标准的4星服务，值得推荐宾馆反馈 2008年7月31日 ： 感谢您对酒店的认可，期待您的再次光临！	1
用过以后头发特别柔顺，而且特别香，挺好的	1
商品信息还没做到足够专业，订之前以为该款电脑没有蓝牙，还订了个USB蓝牙模块，还好后来觉得暂时不要，取消了，否则就多买了。	0
看着还行，还没有用，但是一点没便宜，希望东西好吧	1
这个买瞎了,不如我以前买的好，以前买的洗完头清凉的感觉，这个用了没大感觉，不知道是不是假的？	0
挺好，买之前挺犹豫的，没在京东买过生鲜，到货后挺新鲜呀、而且很甜，信赖京东	0
差太了，个太小了，能算50的都不错。	0
这个洗发水能一直这样还是很不错的，就是洗了这么多头发呢，柔顺多了，包括头皮的健康，这个的确有所改善，所以然后这次刚好京东做活动买就囤了点货。	1
苹果看上去很好，和广告的一样。物流超给力，昨晚下单，今早就收到，点个赞！尝了以后再评价。	1
不怎么样。图片的吸引力不错	0
纯粹是炒作，要深入体会论语，应该买中华书局的《论语集释》。	0
这本书完全是根据这部电影走红后出版的商业书。内容很不全。里面收集了张的很多长篇小说，但都简化了。	0
掉色.洗三次了还是掉色	0
发热量较小，散热挺好，LED屏节能，有中国节能认证，电池正常可以使用3小时以上	1
这洗发露太假了，洗过后头发那么粗	0
味道好吃，个头不小，一个有点缩水，其他都还不错。	1
裤子很快就到了，还没试穿，不过比划了一下觉得长了一点点。面料还是不错的，	1
华为正品，M3很好用，第一次开机连wifi直接升安卓7.0，华为系统优化的比较好。京东服务放心。	1
产品尚可，京东服务太差，相互推诿。发货太慢，等了四天才发货，而且期间问什么也不知道。	0
服务有出错，让人大跌眼镜的那种，房卡会被搞错！	0
还可以，就是给个M号有点大	0
很不满意这次，有点欺骗消费者	0
在thinkpad这个品牌里面性价比还算高了，感觉发热量有点大，其他还好启动时光驱声音较大 ，2G内存够用了	1
反季倾销比地摊货迟便宜二十一件	1
不推荐，价格没有优势	0
1、待机时间只有10天,还不是连续开机,连续通话时间不超过3小时.完全是欺诈.2、音质一般，机器反应迟钝。	0
这个平板买来才知道没有给皮套配赠，网上写的是有皮套和贴膜。我给客服说了情况。客服说没有。那为什么网上用红字写的送专用皮套十专用贴膜2张？	0
不行，口袋是坏的而且少块布，缝不上	0
这个手机是我在京东上买的第二个手机，都是一种毛病，无信号，信号很不好，很LJ的那种，买手机，我个人推荐苹果。国产的你们懂得，尤其是金立，那种手机竟然还能出现在市场，我也是醉了。	0
垃圾，才买就降40，还不支持价保，限购商品，太坑，说下商品，屏幕分辨率确实一般，屏幕灵敏度低，比较卡，优点，屏幕大，就这一个	0
小孩子用的，没有耳机，手机配件不理想，也没有手机膜	0
儿子喜欢！确实不错！支持国货～！！	1
我不知道是不是真的专卖店，但是比我去年买的差很多，一点都不像是花花公子的裤子	0
首先京东物流超过，这是选择京东的主要原因。	1
一点都不修身，丑哭	0
这个酒店花园和大堂都很漂亮还有连接风景区，客房太老旧了，设施也很陈旧，泳池真的不像五星级的又小又旧，估计因为是市区的关系所以价格也很高装修很老很老。	0
一直都在用清扬，别的品牌都不太满意，。。	1
宝贝简直是大爱，满99减50逮了个大便宜?。服务到位，昨夜里凌晨一点下单这会就送到了，而且送货上门快递小哥真给力。???宝贝还没用闻着挺香。	1
垃圾坏了也包里面还是买别的牌子吧	0
这一套68，还没收到货，我就看见京东上别家活动价39。话说难道京东配送就会这么多吗？不理解。	0
好好好～都好，价格公道～物美价廉～亲们放心购买吧～京东太给力了～	1
晚上有搔扰电话比较烦。饭菜质量也不好价格也与实际不相符合	0
服务质量差，	0
用了几天 屏碎了 问换屏多少钱 客服** 去附近维修店**换的 真是骗子	0
颜色与图片不符，太薄，差评	0
昨晚下单，已收到了，已前买了一个，还好啦-	1
商品非常好，包装不错，京东的物流非常快！非常满意，太方便了。	1
又小又硬又难吃!难吃!难吃!碰损严重!	0
垃圾s商家，欺骗买家。	0
住的还不错唯一不好就是不知道提醒客人车要停去负二楼 白白教了35停车费 真是操蛋	0
物流也太慢了吧，太不值当了	0
管理差，隔音差，厕所异味浓！	0
服务态度极差，员工素质太低，房间阴暗压抑，停车不方便	0
房间隔音实在太差，不单隔壁，感觉整层都能听到。半夜被男女欢愉声吵醒，影响休息	0
其它还好，就是2G的通话，上网网速太慢，不好	0
支持国货，实在不行	0
东西还不错，速度快，下次继续购买	1
非常感谢携程为我们安排的酒店我们对该酒店的服务表示满意，希望携程的服务越来越好，为携程的贵宾提供更优良、更全面的服务。	1
挺失望的，小瓶的都洒了！	0
第一次在网上购买这个牌子的洗发水，平实都是在实体店买，条码都遮住了，不是真货吗！很不满意的购物	0
整洁舒适的小酒店。酒店周边环境可给5分了！而且每天进出酒店都可在门前花园里碰到数对新人在拍婚纱照。。。。	1
穿了一个冬天裤子都快破了才来评价 好像有点晚了 暖和 给个好评	1
我入住在如家,让我这个漂泊在做技术服务的人员真正感到如家的感觉,我非常喜欢!	1
几天去取货的时候发现其实一点也不难看啊，屏幕虽然是LCD的，但是及其设计也很稳重，这样的配置，这样的价钱，真的挺值的！	1
型号不合。买来穿着太大了。我去。。	0
质量不错，做工蛮精细的，款式也蛮好看的	1
一直用这个牌子的洗发水！真的挺好！全家都在用	1
穿上很舒服，老公特别喜欢，带着它美美的旅游去喽	1
行动遥控”也是明基P50的一大卖点	1
这个酒店可真是太差了~我住的还是行政房呢，空调漏水，声音非常大，地毯很脏，家具很旧然后有蚊子，管客房部要蚊香，告知没有~	0
没见过这么差的四星酒店!建议大家以后千万别住,离银滩很远很远!环境也很一般,服务就差得没法提了!	0
